Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2007,2007,2007,4,0,2,Export,12,Algeria,DZA,699,India,IND,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,668000000,,,,668000000,,20687831,,,0
H3,2007,2007,2007,4,0,2,Export,12,Algeria,DZA,724,Spain,ESP,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,88500000,,,,88500000,,2980450,,,0
H3,2007,2007,2007,4,0,2,Export,12,Algeria,DZA,826,United Kingdom,GBR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,10000000,,,,10000000,,351480,,,0
H3,2007,2007,2007,4,0,2,Export,12,Algeria,DZA,858,Uruguay,URY,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,20000000,,,,20000000,,830817,,,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,43,,,,43,,424,,,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,76,Brazil,BRA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,2,,,,2,,14,,,0
H3,2007,2007,2007,4,0,2,Export,32,Argentina,ARG,484,Mexico,MEX,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,41,,,,41,,410,,,0
H3,2007,2007,2007,4,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,111378,,,,111378,,137593,,,0
H3,2007,2007,2007,4,0,2,Export,36,Australia,AUS,540,New Caledonia,NCL,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,92000,,,,92000,,105004,,,0
H3,2007,2007,2007,4,0,2,Export,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,2528,,,,2528,,23782,,,0
H3,2007,2007,2007,4,0,2,Export,36,Australia,AUS,702,Singapore,SGP,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,16850,,,,16850,,8807,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,114595874,,,,114595874,,11102706,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,40,Austria,AUT,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1116065,,,,1116065,,65181,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,180,Dem. Rep. of the Congo,COD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,50000,,,,50000,,5295,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,246,Finland,FIN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1618715,,,,1618715,,164220,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,251,France,FRA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,16878781,,,,16878781,,1747879,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,276,Germany,DEU,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,30410248,,,,30410248,,3267026,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,6005543,,,,6005543,,537114,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,528,Netherlands,NLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,58157507,,,,58157507,,5259865,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,579,Norway,NOR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,20625,,,,20625,,2320,,,0
H3,2007,2007,2007,4,0,2,Export,56,Belgium,BEL,757,Switzerland,CHE,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,338390,,,,338390,,53806,,,0
H3,2007,2007,2007,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,561000,,,,561000,,27222,,,0
H3,2007,2007,2007,4,0,2,Export,124,Canada,CAN,152,Chile,CHL,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,6000,,,,6000,,252,,,0
H3,2007,2007,2007,4,0,2,Export,124,Canada,CAN,196,Cyprus,CYP,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,4000,,,,4000,,50,,,0
H3,2007,2007,2007,4,0,2,Export,124,Canada,CAN,208,Denmark,DNK,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,512000,,,,512000,,19228,,,0
H3,2007,2007,2007,4,0,2,Export,124,Canada,CAN,276,Germany,DEU,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,3000,,,,3000,,132,,,0
H3,2007,2007,2007,4,0,2,Export,124,Canada,CAN,579,Norway,NOR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,6000,,,,6000,,240,,,0
H3,2007,2007,2007,4,0,2,Export,124,Canada,CAN,842,USA,USA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,30000,,,,30000,,7320,,,0
H3,2007,2007,2007,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,424,,,,424,,81625,,,0
H3,2007,2007,2007,4,0,2,Export,152,Chile,CHL,32,Argentina,ARG,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,196,,,,196,,23765,,,0
H3,2007,2007,2007,4,0,2,Export,152,Chile,CHL,68,Bolivia (Plurinational State of),BOL,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,128,,,,128,,27770,,,0
H3,2007,2007,2007,4,0,2,Export,152,Chile,CHL,76,Brazil,BRA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,25,,,,25,,17580,,,0
H3,2007,2007,2007,4,0,2,Export,152,Chile,CHL,600,Paraguay,PRY,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,75,,,,75,,12510,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,975805979,,,,975805979,,86823183,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,32,Argentina,ARG,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,300000,,,,300000,,34500,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,36,Australia,AUS,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,39269975,,,,39269975,,3515084,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,76,Brazil,BRA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,599150,,,,599150,,40742,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,218959528,,,,218959528,,19173143,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,410,Rep. of Korea,KOR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,630890976,,,,630890976,,54718967,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,458,Malaysia,MYS,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,5149800,,,,5149800,,467946,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,480,Mauritius,MUS,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,286000,,,,286000,,28155,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,490,"Other Asia, nes",,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,115000,,,,115000,,9069,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,699,India,IND,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,79634800,,,,79634800,,8786917,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,764,Thailand,THA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,500000,,,,500000,,41600,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,750,,,,750,,60,,,0
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,887,Yemen,YEM,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,100000,,,,100000,,7000,,,0
H3,2007,2007,2007,4,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1480005,,,,1480005,,669493,,,0
H3,2007,2007,2007,4,0,2,Export,170,Colombia,COL,188,Costa Rica,CRI,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,50,,,,50,,1,,,0
H3,2007,2007,2007,4,0,2,Export,170,Colombia,COL,218,Ecuador,ECU,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,665005,,,,665005,,50471,,,0
H3,2007,2007,2007,4,0,2,Export,170,Colombia,COL,591,Panama,PAN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,319950,,,,319950,,43114,,,0
H3,2007,2007,2007,4,0,2,Export,170,Colombia,COL,604,Peru,PER,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,225000,,,,225000,,35908,,,0
H3,2007,2007,2007,4,0,2,Export,170,Colombia,COL,862,Venezuela,VEN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,270000,,,,270000,,540000,,,0
H3,2007,2007,2007,4,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,6053,,,,6053,,4050,,,0
H3,2007,2007,2007,4,0,2,Export,188,Costa Rica,CRI,591,Panama,PAN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,6053,,,,6053,,4050,,,0
H3,2007,2007,2007,4,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,803,,,,803,,2547,,,0
H3,2007,2007,2007,4,0,2,Export,191,Croatia,HRV,688,Serbia,SRB,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,803,,,,803,,2547,,,0
H3,2007,2007,2007,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,731595,,,,731595,,1181225,,,0
H3,2007,2007,2007,4,0,2,Export,203,Czechia,CZE,40,Austria,AUT,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,731586,,,,731586,,1181190,,,0
H3,2007,2007,2007,4,0,2,Export,203,Czechia,CZE,703,Slovakia,SVK,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,9,,,,9,,35,,,0
H3,2007,2007,2007,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,8524,,,,8524,,7591,,,0
H3,2007,2007,2007,4,0,2,Export,208,Denmark,DNK,246,Finland,FIN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1025,,,,1025,,254,,,0
H3,2007,2007,2007,4,0,2,Export,208,Denmark,DNK,304,Greenland,GRL,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,476,,,,476,,5577,,,0
H3,2007,2007,2007,4,0,2,Export,208,Denmark,DNK,579,Norway,NOR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,6648,,,,6648,,1641,,,0
H3,2007,2007,2007,4,0,2,Export,208,Denmark,DNK,752,Sweden,SWE,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,275,,,,275,,67,,,0
H3,2007,2007,2007,4,0,2,Export,208,Denmark,DNK,842,USA,USA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,100,,,,100,,52,,,0
H3,2007,2007,2007,4,0,2,Export,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1975,,,,1975,,4402,,,0
H3,2007,2007,2007,4,0,2,Export,214,Dominican Rep.,DOM,332,Haiti,HTI,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1975,,,,1975,,4402,,,0
H3,2007,2007,2007,4,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,20000,,,,20000,,13000,,,0
H3,2007,2007,2007,4,0,2,Export,222,El Salvador,SLV,320,Guatemala,GTM,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,20000,,,,20000,,13000,,,0
H3,2007,2007,2007,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,6941420,,,,6941420,,906203,,,0
H3,2007,2007,2007,4,0,2,Export,246,Finland,FIN,440,Lithuania,LTU,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,6896970,,,,6896970,,894874,,,0
H3,2007,2007,2007,4,0,2,Export,246,Finland,FIN,579,Norway,NOR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,8450,,,,8450,,4257,,,0
H3,2007,2007,2007,4,0,2,Export,246,Finland,FIN,752,Sweden,SWE,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,36000,,,,36000,,7073,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,15922139,,,,15922139,,2472703,,,6
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,12,Algeria,DZA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,300,,,,300,,6861,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,56,Belgium,BEL,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,823600,,,,823600,,69982,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,276,Germany,DEU,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,56400,,,,56400,,79588,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,372,Ireland,IRL,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,193200,,,,193200,,488503,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,381,Italy,ITA,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,113600,,,,113600,,24700,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,392,Japan,JPN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,10100,,,,10100,,38422,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,410,Rep. of Korea,KOR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1660,,,,1660,,1372,,,6
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,484,Mexico,MEX,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,3320,,,,3320,,2744,,,6
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,504,Morocco,MAR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,39100,,,,39100,,24700,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,540,New Caledonia,NCL,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,117300,,,,117300,,21955,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,620,Portugal,PRT,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,4451400,,,,4451400,,834297,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,686,Senegal,SEN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,157600,,,,157600,,64493,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,724,Spain,ESP,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,8364800,,,,8364800,,558485,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,757,Switzerland,CHE,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,136100,,,,136100,,12350,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,826,United Kingdom,GBR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1452000,,,,1452000,,242879,,,0
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,862,Venezuela,VEN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,1660,,,,1660,,1372,,,6
H3,2007,2007,2007,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,167800,,,,167800,,162000,,,0
H3,2007,2007,2007,4,0,2,Export,276,Germany,DEU,40,Austria,AUT,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,56600,,,,56600,,12000,,,0
H3,2007,2007,2007,4,0,2,Export,276,Germany,DEU,156,China,CHN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,2300,,,,2300,,19000,,,0
H3,2007,2007,2007,4,0,2,Export,276,Germany,DEU,348,Hungary,HUN,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,2900,,,,2900,,9000,,,0
H3,2007,2007,2007,4,0,2,Export,276,Germany,DEU,398,Kazakhstan,KAZ,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,85000,,,,85000,,41000,,,0
H3,2007,2007,2007,4,0,2,Export,276,Germany,DEU,528,Netherlands,NLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,12600,,,,12600,,77000,,,0
H3,2007,2007,2007,4,0,2,Export,276,Germany,DEU,643,Russian Federation,RUS,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,8400,,,,8400,,4000,,,0
H3,2007,2007,2007,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,10565,,,,10565,,5211,,,0
H3,2007,2007,2007,4,0,2,Export,300,Greece,GRC,8,Albania,ALB,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,10465,,,,10465,,5021,,,0
H3,2007,2007,2007,4,0,2,Export,300,Greece,GRC,642,Romania,ROU,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,100,,,,100,,191,,,0
H3,2007,2007,2007,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,96156,,,,96156,,5485,,,0
H3,2007,2007,2007,4,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,46998,,,,46998,,1900,,,0
H3,2007,2007,2007,4,0,2,Export,320,Guatemala,GTM,340,Honduras,HND,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,19158,,,,19158,,2313,,,0
H3,2007,2007,2007,4,0,2,Export,320,Guatemala,GTM,558,Nicaragua,NIC,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,30000,,,,30000,,1272,,,0
H3,2007,2007,2007,4,0,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,932,,,,932,,1008,,,0
H3,2007,2007,2007,4,0,2,Export,352,Iceland,ISL,579,Norway,NOR,,,,,,,,2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",8,Weight in kilograms,932,,,,932,,1008,,,0
