Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,713500,,,,713500,,16678231,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,8,Albania,ALB,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,2500,,,,2500,,60844,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,56,Belgium,BEL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,15000,,,,15000,,316791,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,76,Brazil,BRA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,98000,,,,98000,,2228177,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,100,Bulgaria,BGR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,10000,,,,10000,,314184,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,251,France,FRA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,109500,,,,109500,,2398623,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,300,Greece,GRC,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,4000,,,,4000,,112751,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,360,Indonesia,IDN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,80000,,,,80000,,2005434,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3000,,,,3000,,73744,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,458,Malaysia,MYS,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,82000,,,,82000,,1720775,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,130000,,,,130000,,3094624,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,26000,,,,26000,,754799,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,643,Russian Federation,RUS,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,36000,,,,36000,,826649,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,724,Spain,ESP,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,52000,,,,52000,,1143295,,,0
H2,2002,2002,2002,4,0,2,Export,12,Algeria,DZA,792,Turkey,TUR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,65500,,,,65500,,1627542,,,0
H2,2002,2002,2002,4,0,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3,,,,3,,50,,,0
H2,2002,2002,2002,4,0,2,Export,32,Argentina,ARG,68,Bolivia (Plurinational State of),BOL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3,,,,3,,50,,,0
H2,2002,2002,2002,4,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1730,,,,1730,,3201,,,0
H2,2002,2002,2002,4,0,2,Export,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1730,,,,1730,,3201,,,0
H2,2002,2002,2002,4,0,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,906100,,,,906100,,72057,,,0
H2,2002,2002,2002,4,0,2,Export,40,Austria,AUT,703,Slovakia,SVK,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,906100,,,,906100,,72057,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,54871087,,,,54871087,,2556911,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,40,Austria,AUT,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,5276518,,,,5276518,,225075,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,251,France,FRA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,10025049,,,,10025049,,444803,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,24252354,,,,24252354,,1334127,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,414,Kuwait,KWT,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,42000,,,,42000,,4238,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3475866,,,,3475866,,112506,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,11792891,,,,11792891,,428330,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,818,Egypt,EGY,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3628,,,,3628,,6022,,,0
H2,2002,2002,2002,4,0,2,Export,56,Belgium,BEL,826,United Kingdom,GBR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,2781,,,,2781,,1811,,,0
H2,2002,2002,2002,4,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,629000,,,,629000,,57379,,,0
H2,2002,2002,2002,4,0,2,Export,76,Brazil,BRA,24,Angola,AGO,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,5000,,,,5000,,730,,,0
H2,2002,2002,2002,4,0,2,Export,76,Brazil,BRA,32,Argentina,ARG,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,28000,,,,28000,,3190,,,0
H2,2002,2002,2002,4,0,2,Export,76,Brazil,BRA,600,Paraguay,PRY,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,596000,,,,596000,,53459,,,0
H2,2002,2002,2002,4,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,171550,,,,171550,,32947,,,0
H2,2002,2002,2002,4,0,2,Export,100,Bulgaria,BGR,642,Romania,ROU,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,146000,,,,146000,,25303,,,0
H2,2002,2002,2002,4,0,2,Export,100,Bulgaria,BGR,807,North Macedonia,MKD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,25520,,,,25520,,7550,,,0
H2,2002,2002,2002,4,0,2,Export,100,Bulgaria,BGR,891,Serbia and Montenegro,SCG,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,30,,,,30,,95,,,0
H2,2002,2002,2002,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,271,,,,271,,13498,,,0
H2,2002,2002,2002,4,0,2,Export,124,Canada,CAN,842,USA,USA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,271,,,,271,,13498,,,0
H2,2002,2002,2002,4,0,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,100,,,,100,,41,,,0
H2,2002,2002,2002,4,0,2,Export,144,Sri Lanka,LKA,422,Lebanon,LBN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,100,,,,100,,41,,,0
H2,2002,2002,2002,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,2614881,,,,2614881,,112983,,,6
H2,2002,2002,2002,4,0,2,Export,152,Chile,CHL,32,Argentina,ARG,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,858398,,,,858398,,34411,,,6
H2,2002,2002,2002,4,0,2,Export,152,Chile,CHL,68,Bolivia (Plurinational State of),BOL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,593416,,,,593416,,26545,,,6
H2,2002,2002,2002,4,0,2,Export,152,Chile,CHL,76,Brazil,BRA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1163068,,,,1163068,,52027,,,6
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3528214520,,,,3528214520,,117998814,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,36,Australia,AUS,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,194646346,,,,194646346,,7219669,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,50,Bangladesh,BGD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,50636000,,,,50636000,,1416932,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,124,Canada,CAN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,4950,,,,4950,,2375,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,144,Sri Lanka,LKA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,2540000,,,,2540000,,81080,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3030,,,,3030,,20955,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,360,Indonesia,IDN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,326712656,,,,326712656,,10375688,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,348441360,,,,348441360,,15167268,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,408,Dem. People's Rep. of Korea,PRK,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,45938000,,,,45938000,,1458846,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,410,Rep. of Korea,KOR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1022884902,,,,1022884902,,33547058,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,458,Malaysia,MYS,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,68056452,,,,68056452,,2202223,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,490,"Other Asia, nes",,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,60000,,,,60000,,2400,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,554,New Zealand,NZL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,217207328,,,,217207328,,8120608,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,608,Philippines,PHL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,427696604,,,,427696604,,14188973,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,699,India,IND,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,782587272,,,,782587272,,22891235,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,702,Singapore,SGP,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,2800000,,,,2800000,,88200,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,764,Thailand,THA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,37996000,,,,37996000,,1215125,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,818,Egypt,EGY,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,420,,,,420,,9,,,0
H2,2002,2002,2002,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3200,,,,3200,,170,,,0
H2,2002,2002,2002,4,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,435000,,,,435000,,49450,,,0
H2,2002,2002,2002,4,0,2,Export,170,Colombia,COL,188,Costa Rica,CRI,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,260000,,,,260000,,18850,,,0
H2,2002,2002,2002,4,0,2,Export,170,Colombia,COL,591,Panama,PAN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,175000,,,,175000,,30600,,,0
H2,2002,2002,2002,4,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,21520,,,,21520,,4627,,,0
H2,2002,2002,2002,4,0,2,Export,191,Croatia,HRV,70,Bosnia Herzegovina,BIH,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,21520,,,,21520,,4627,,,0
H2,2002,2002,2002,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,592223,,,,592223,,669214,,,0
H2,2002,2002,2002,4,0,2,Export,203,Czechia,CZE,40,Austria,AUT,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,467221,,,,467221,,545853,,,0
H2,2002,2002,2002,4,0,2,Export,203,Czechia,CZE,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,124602,,,,124602,,123205,,,0
H2,2002,2002,2002,4,0,2,Export,203,Czechia,CZE,703,Slovakia,SVK,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,400,,,,400,,156,,,0
H2,2002,2002,2002,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,8943,,,,8943,,16877,,,0
H2,2002,2002,2002,4,0,2,Export,208,Denmark,DNK,234,Faeroe Isds,FRO,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1187,,,,1187,,3321,,,0
H2,2002,2002,2002,4,0,2,Export,208,Denmark,DNK,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,2525,,,,2525,,3317,,,0
H2,2002,2002,2002,4,0,2,Export,208,Denmark,DNK,304,Greenland,GRL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,863,,,,863,,5473,,,0
H2,2002,2002,2002,4,0,2,Export,208,Denmark,DNK,579,Norway,NOR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,4368,,,,4368,,4766,,,0
H2,2002,2002,2002,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,40000,,,,40000,,10647,,,0
H2,2002,2002,2002,4,0,2,Export,246,Finland,FIN,699,India,IND,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,40000,,,,40000,,10647,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,9056726,,,,9056726,,622152,,,6
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,12,Algeria,DZA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,10000,,,,10000,,944,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,56,Belgium,BEL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,560417,,,,560417,,15105,,,6
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,76,Brazil,BRA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,200260,,,,200260,,6609,,,6
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,120,Cameroon,CMR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,28000,,,,28000,,31155,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,124,Canada,CAN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,200260,,,,200260,,6609,,,6
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1115737,,,,1115737,,36819,,,6
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,300,Greece,GRC,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,29000,,,,29000,,4720,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,372,Ireland,IRL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1087128,,,,1087128,,35875,,,6
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,5273589,,,,5273589,,175600,,,6
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,384,Côte d'Ivoire,CIV,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,26000,,,,26000,,28323,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,410,Rep. of Korea,KOR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,132200,,,,132200,,188817,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,450,Madagascar,MDG,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,100,,,,100,,944,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,504,Morocco,MAR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,8000,,,,8000,,13217,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,620,Portugal,PRT,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,85826,,,,85826,,2832,,,6
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,642,Romania,ROU,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,21000,,,,21000,,7553,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,103700,,,,103700,,27378,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,764,Thailand,THA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,103700,,,,103700,,31155,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,788,Tunisia,TUN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,43200,,,,43200,,7553,,,0
H2,2002,2002,2002,4,0,2,Export,251,France,FRA,826,United Kingdom,GBR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,28609,,,,28609,,944,,,6
H2,2002,2002,2002,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,302200,,,,302200,,54000,,,0
H2,2002,2002,2002,4,0,2,Export,276,Germany,DEU,40,Austria,AUT,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,247400,,,,247400,,15000,,,0
H2,2002,2002,2002,4,0,2,Export,276,Germany,DEU,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1300,,,,1300,,1000,,,0
H2,2002,2002,2002,4,0,2,Export,276,Germany,DEU,643,Russian Federation,RUS,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,8600,,,,8600,,6000,,,0
H2,2002,2002,2002,4,0,2,Export,276,Germany,DEU,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3900,,,,3900,,1000,,,0
H2,2002,2002,2002,4,0,2,Export,276,Germany,DEU,860,Uzbekistan,UZB,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,41000,,,,41000,,31000,,,0
H2,2002,2002,2002,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,76000,,,,76000,,22995,,,0
H2,2002,2002,2002,4,0,2,Export,300,Greece,GRC,120,Cameroon,CMR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,20000,,,,20000,,2208,,,0
H2,2002,2002,2002,4,0,2,Export,300,Greece,GRC,807,North Macedonia,MKD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,56000,,,,56000,,20788,,,0
H2,2002,2002,2002,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,45679,,,,45679,,2215,,,0
H2,2002,2002,2002,4,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,45679,,,,45679,,2215,,,0
H2,2002,2002,2002,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,78,,,,78,,93,,,0
H2,2002,2002,2002,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,78,,,,78,,93,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,816804984,,,,816804984,,38325000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,36,Australia,AUS,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,4945000,,,,4945000,,177000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,76,Brazil,BRA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,438249984,,,,438249984,,21826000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,3693000,,,,3693000,,105000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,392,Japan,JPN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,5000000,,,,5000000,,235000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,490,"Other Asia, nes",,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,35000000,,,,35000000,,1487000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,248984000,,,,248984000,,11138000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,642,Romania,ROU,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,17496000,,,,17496000,,732000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,705,Slovenia,SVN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,53630000,,,,53630000,,2221000,,,0
H2,2002,2002,2002,4,0,2,Export,376,Israel,ISR,792,Turkey,TUR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,9807000,,,,9807000,,404000,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,512697,,,,512697,,176515,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,40,Austria,AUT,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1450,,,,1450,,215,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,251,France,FRA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,130000,,,,130000,,21249,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,344,"China, Hong Kong SAR",HKG,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,7931,,,,7931,,5263,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,642,Romania,ROU,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,165150,,,,165150,,91740,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,705,Slovenia,SVN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,14550,,,,14550,,4602,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,724,Spain,ESP,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,1556,,,,1556,,304,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,24060,,,,24060,,7232,,,0
H2,2002,2002,2002,4,0,2,Export,381,Italy,ITA,891,Serbia and Montenegro,SCG,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,168000,,,,168000,,45910,,,0
H2,2002,2002,2002,4,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,14000,,,,14000,,60891,,,0
H2,2002,2002,2002,4,0,2,Export,392,Japan,JPN,458,Malaysia,MYS,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,10000,,,,10000,,9869,,,0
H2,2002,2002,2002,4,0,2,Export,392,Japan,JPN,842,USA,USA,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,4000,,,,4000,,51023,,,0
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,4122187885,,,,4122187885,,136031925,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,50,Bangladesh,BGD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,23969792,,,,23969792,,791002,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,100,Bulgaria,BGR,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,40901689,,,,40901689,,1349753,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,300,Greece,GRC,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,22816777,,,,22816777,,752952,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,360,Indonesia,IDN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,142705103,,,,142705103,,4709259,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,364,Iran,IRN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,210509792,,,,210509792,,6946809,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,392,Japan,JPN,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,127036109,,,,127036109,,4192183,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,458,Malaysia,MYS,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,27265143,,,,27265143,,899748,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,490,"Other Asia, nes",,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,35066815,,,,35066815,,1157203,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,333403601,,,,333403601,,11002297,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,608,Philippines,PHL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,5833335,,,,5833335,,192500,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,188896251,,,,188896251,,6233564,,,6
H2,2002,2002,2002,4,0,2,Export,400,Jordan,JOR,699,India,IND,,,,,,,,2510,Natural calcium phosphates,8,Weight in kilograms,2586344698,,,,2586344698,,85349203,,,6
