Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1189410600,,,,1189410600,,152888252,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,40,Austria,AUT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,6200000,,,,6200000,,873677,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,56,Belgium,BEL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,37560200,,,,37560200,,4796673,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,76,Brazil,BRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,109000000,,,,109000000,,13366541,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,191,Croatia,HRV,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,37350000,,,,37350000,,4965790,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,251,France,FRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,93800000,,,,93800000,,11639785,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,300,Greece,GRC,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,17500000,,,,17500000,,2390751,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,68650000,,,,68650000,,8873043,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,92000000,,,,92000000,,11730961,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,579,Norway,NOR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,400,,,,400,,62,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,402600000,,,,402600000,,53204931,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,620,Portugal,PRT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,6300000,,,,6300000,,789468,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,699,India,IND,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,86500000,,,,86500000,,10705982,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,705,Slovenia,SVN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,21500000,,,,21500000,,2827251,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,710,South Africa,ZAF,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,10000000,,,,10000000,,1229831,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,724,Spain,ESP,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,52250000,,,,52250000,,6492140,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,804,Ukraine,UKR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,126200000,,,,126200000,,16304736,,,0
H4,2012,2012,2012,4,0,2,Export,12,Algeria,DZA,858,Uruguay,URY,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,22000000,,,,22000000,,2696630,,,0
H4,2012,2012,2012,4,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2296,,,,2296,,25012,,,0
H4,2012,2012,2012,4,0,2,Export,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,16,,,,16,,586,,,0
H4,2012,2012,2012,4,0,2,Export,36,Australia,AUS,842,USA,USA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2280,,,,2280,,24426,,,0
H4,2012,2012,2012,4,0,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1008,,,,1008,,3082,,,0
H4,2012,2012,2012,4,0,2,Export,40,Austria,AUT,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,425,,,,425,,245,,,0
H4,2012,2012,2012,4,0,2,Export,40,Austria,AUT,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,27,,,,27,,942,,,0
H4,2012,2012,2012,4,0,2,Export,40,Austria,AUT,792,Turkey,TUR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,556,,,,556,,1894,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,63258020,,,,63258020,,12930713,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,246,Finland,FIN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,106,,,,106,,68,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,251,France,FRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,8665968,,,,8665968,,1782038,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,266,Gabon,GAB,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,40000,,,,40000,,11933,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,10443156,,,,10443156,,2141797,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1600593,,,,1600593,,313612,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,42087477,,,,42087477,,8549981,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,410720,,,,410720,,91566,,,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,792,Turkey,TUR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,10000,,,,10000,,39718,,,0
H4,2012,2012,2012,4,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1082910,,,,1082910,,319304,,,6
H4,2012,2012,2012,4,0,2,Export,76,Brazil,BRA,170,Colombia,COL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,20,,,,20,,34,,,0
H4,2012,2012,2012,4,0,2,Export,76,Brazil,BRA,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2822,,,,2822,,832,,,6
H4,2012,2012,2012,4,0,2,Export,76,Brazil,BRA,600,Paraguay,PRY,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1079000,,,,1079000,,318123,,,0
H4,2012,2012,2012,4,0,2,Export,76,Brazil,BRA,699,India,IND,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1068,,,,1068,,315,,,6
H4,2012,2012,2012,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1034000,,,,1034000,,199557,,,0
H4,2012,2012,2012,4,0,2,Export,124,Canada,CAN,156,China,CHN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,760000,,,,760000,,20619,,,0
H4,2012,2012,2012,4,0,2,Export,124,Canada,CAN,796,Turks and Caicos Isds,TCA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,14000,,,,14000,,598,,,0
H4,2012,2012,2012,4,0,2,Export,124,Canada,CAN,842,USA,USA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,260000,,,,260000,,178341,,,0
H4,2012,2012,2012,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,268850,,,,268850,,65577,,,0
H4,2012,2012,2012,4,0,2,Export,152,Chile,CHL,32,Argentina,ARG,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,28000,,,,28000,,5835,,,0
H4,2012,2012,2012,4,0,2,Export,152,Chile,CHL,68,Bolivia (Plurinational State of),BOL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,216000,,,,216000,,51192,,,0
H4,2012,2012,2012,4,0,2,Export,152,Chile,CHL,156,China,CHN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1850,,,,1850,,3700,,,0
H4,2012,2012,2012,4,0,2,Export,152,Chile,CHL,218,Ecuador,ECU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,23000,,,,23000,,4850,,,0
H4,2012,2012,2012,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,489183523,,,,489183523,,91548916,,,0
H4,2012,2012,2012,4,0,2,Export,156,China,CHN,36,Australia,AUS,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,20000,,,,20000,,3600,,,0
H4,2012,2012,2012,4,0,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,115444381,,,,115444381,,20941625,,,0
H4,2012,2012,2012,4,0,2,Export,156,China,CHN,410,Rep. of Korea,KOR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,341313142,,,,341313142,,64310019,,,0
H4,2012,2012,2012,4,0,2,Export,156,China,CHN,458,Malaysia,MYS,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2406000,,,,2406000,,327992,,,0
H4,2012,2012,2012,4,0,2,Export,156,China,CHN,554,New Zealand,NZL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,30000000,,,,30000000,,5965680,,,0
H4,2012,2012,2012,4,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,859960,,,,859960,,180458,,,0
H4,2012,2012,2012,4,0,2,Export,170,Colombia,COL,124,Canada,CAN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,60,,,,60,,100,,,0
H4,2012,2012,2012,4,0,2,Export,170,Colombia,COL,188,Costa Rica,CRI,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,53000,,,,53000,,13780,,,0
H4,2012,2012,2012,4,0,2,Export,170,Colombia,COL,218,Ecuador,ECU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,88000,,,,88000,,10136,,,0
H4,2012,2012,2012,4,0,2,Export,170,Colombia,COL,320,Guatemala,GTM,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,648800,,,,648800,,136667,,,0
H4,2012,2012,2012,4,0,2,Export,170,Colombia,COL,328,Guyana,GUY,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,70100,,,,70100,,19775,,,0
H4,2012,2012,2012,4,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,11007,,,,11007,,12608,,,0
H4,2012,2012,2012,4,0,2,Export,191,Croatia,HRV,208,Denmark,DNK,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2000,,,,2000,,1601,,,0
H4,2012,2012,2012,4,0,2,Export,191,Croatia,HRV,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,9002,,,,9002,,11006,,,0
H4,2012,2012,2012,4,0,2,Export,191,Croatia,HRV,699,India,IND,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,5,,,,5,,1,,,0
H4,2012,2012,2012,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,159,,,,159,,50,,,0
H4,2012,2012,2012,4,0,2,Export,203,Czechia,CZE,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,4,,,,4,,12,,,0
H4,2012,2012,2012,4,0,2,Export,203,Czechia,CZE,703,Slovakia,SVK,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,155,,,,155,,38,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,217635,,,,217635,,191066,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,124,Canada,CAN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,21250,,,,21250,,15813,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,156,China,CHN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,30000,,,,30000,,12645,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,246,Finland,FIN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,13756,,,,13756,,7477,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,30,,,,30,,26,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,304,Greenland,GRL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,47,,,,47,,975,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,348,Hungary,HUN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,3359,,,,3359,,2866,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,376,Israel,ISR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,12000,,,,12000,,8525,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,414,Kuwait,KWT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,24000,,,,24000,,19931,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,422,Lebanon,LBN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,10000,,,,10000,,4270,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,442,Luxembourg,LUX,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,9,,,,9,,8,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,498,Rep. of Moldova,MDA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2000,,,,2000,,1746,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,579,Norway,NOR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,200,,,,200,,56,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,586,Pakistan,PAK,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,12000,,,,12000,,9151,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,752,Sweden,SWE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,38984,,,,38984,,64482,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,764,Thailand,THA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,24000,,,,24000,,21365,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,792,Turkey,TUR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,12000,,,,12000,,8116,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,807,North Macedonia,MKD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,9000,,,,9000,,8209,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,818,Egypt,EGY,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,5000,,,,5000,,5405,,,0
H4,2012,2012,2012,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,43597000,,9802897,,,0
H4,2012,2012,2012,4,0,2,Export,246,Finland,FIN,579,Norway,NOR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,43597000,,9802897,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1744711,,,,1744711,,402436,,,6
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,40,Austria,AUT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,158236,,,,158236,,43730,,,6
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,56,Belgium,BEL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,100,,,,100,,925,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,208,Denmark,DNK,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,102687,,,,102687,,27116,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,246,Finland,FIN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,63,,,,63,,26,,,6
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,73740,,,,73740,,24377,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,300,Greece,GRC,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,33,,,,33,,475,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,76920,,,,76920,,20335,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,398,Kazakhstan,KAZ,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,98400,,,,98400,,54382,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,442,Luxembourg,LUX,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,10,,,,10,,17,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,176420,,,,176420,,38932,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,608,Philippines,PHL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,5,,,,5,,70,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,994202,,,,994202,,189240,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,724,Spain,ESP,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,385,,,,385,,164,,,6
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,752,Sweden,SWE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,9,,,,9,,120,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,57500,,,,57500,,1618,,,0
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,792,Turkey,TUR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,6000,,,,6000,,899,,,0
H4,2012,2012,2012,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,3526,,,,3526,,3418,,,0
H4,2012,2012,2012,4,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,3526,,,,3526,,3418,,,0
H4,2012,2012,2012,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,34200,,,,34200,,26817,,,0
H4,2012,2012,2012,4,0,2,Export,344,"China, Hong Kong SAR",HKG,156,China,CHN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,34200,,,,34200,,26817,,,0
H4,2012,2012,2012,4,0,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2270,,,,2270,,626,,,0
H4,2012,2012,2012,4,0,2,Export,348,Hungary,HUN,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,6,,,,6,,28,,,0
H4,2012,2012,2012,4,0,2,Export,348,Hungary,HUN,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,34,,,,34,,160,,,0
H4,2012,2012,2012,4,0,2,Export,348,Hungary,HUN,703,Slovakia,SVK,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2230,,,,2230,,438,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,4156,,,,4156,,11212,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,100,,,,100,,865,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,40,Austria,AUT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,19,,,,19,,21,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,80,,,,80,,484,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,251,France,FRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,161,,,,161,,139,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1641,,,,1641,,3714,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1269,,,,1269,,1569,,,0
