Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,288,Ghana,GHA,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,25,,,,25,,17,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,300,Greece,GRC,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,17112,,,,17112,,16183,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,304,Greenland,GRL,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,5,,,,5,,4,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,320,Guatemala,GTM,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,2,,,,2,,1,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,344,"China, Hong Kong SAR",HKG,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,87,,,,87,,72,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,352,Iceland,ISL,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,43,,,,43,,34,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,360,Indonesia,IDN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,2931,,,,2931,,3162,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,364,Iran,IRN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,22,,,,22,,17,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,368,Iraq,IRQ,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,7,,,,7,,5,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,372,Ireland,IRL,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,36270,,,,36270,,30494,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,376,Israel,ISR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,83,,,,83,,69,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,384,Côte d'Ivoire,CIV,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,11,,,,11,,7,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,392,Japan,JPN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,21929,,,,21929,,25908,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,398,Kazakhstan,KAZ,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,20,,,,20,,13,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,400,Jordan,JOR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,14,,,,14,,12,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,404,Kenya,KEN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,17,,,,17,,14,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,410,Rep. of Korea,KOR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,40099,,,,40099,,43529,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,414,Kuwait,KWT,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,17,,,,17,,13,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,422,Lebanon,LBN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,24017,,,,24017,,33464,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,428,Latvia,LVA,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,5145,,,,5145,,4419,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,430,Liberia,LBR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,3,,,,3,,2,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,440,Lithuania,LTU,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,9913,,,,9913,,8522,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,442,Luxembourg,LUX,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,11760,,,,11760,,10828,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,458,Malaysia,MYS,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,35,,,,35,,28,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,466,Mali,MLI,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,5,,,,5,,4,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,470,Malta,MLT,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,2536,,,,2536,,2176,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,484,Mexico,MEX,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,33,,,,33,,27,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,490,"Other Asia, nes",,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,25,,,,25,,19,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,498,Rep. of Moldova,MDA,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,1253,,,,1253,,1414,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,499,Montenegro,MNE,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,4,,,,4,,3,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,504,Morocco,MAR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,38,,,,38,,29,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,508,Mozambique,MOZ,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,3,,,,3,,2,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,512,Oman,OMN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,16,,,,16,,11,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,531,Curaçao,CUW,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,14,,,,14,,11,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,533,Aruba,ABW,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,22,,,,22,,17,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,534,Saint Maarten,SXM,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,6,,,,6,,5,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,535,Bonaire,BES,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,4,,,,4,,2,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,554,New Zealand,NZL,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,4812,,,,4812,,5910,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,566,Nigeria,NGA,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,69,,,,69,,56,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,568,"Other Europe, nes",,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,5557,,,,5557,,4775,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,579,Norway,NOR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,19852500,,,,19852500,,16252757,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,586,Pakistan,PAK,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,23,,,,23,,17,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,600,Paraguay,PRY,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,4,,,,4,,3,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,604,Peru,PER,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,26,,,,26,,18,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,608,Philippines,PHL,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,45,,,,45,,37,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,620,Portugal,PRT,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,18528,,,,18528,,15932,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,634,Qatar,QAT,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,31,,,,31,,24,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,642,Romania,ROU,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,31453,,,,31453,,27045,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,643,Russian Federation,RUS,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,453,,,,453,,389,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,646,Rwanda,RWA,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,2,,,,2,,1,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,682,Saudi Arabia,SAU,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,180938,,,,180938,,133392,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,686,Senegal,SEN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,25000,,,,25000,,21904,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,688,Serbia,SRB,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,352,,,,352,,283,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,699,India,IND,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,82,,,,82,,69,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,702,Singapore,SGP,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,122,,,,122,,104,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,704,Viet Nam,VNM,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,15,,,,15,,11,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,705,Slovenia,SVN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,5667,,,,5667,,4868,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,710,South Africa,ZAF,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,107,,,,107,,92,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,729,Sudan,SDN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,6,,,,6,,4,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,740,Suriname,SUR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,9,,,,9,,7,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,752,Sweden,SWE,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,64315,,,,64315,,55301,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,764,Thailand,THA,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,73,,,,73,,61,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,768,Togo,TGO,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,13,,,,13,,11,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,784,United Arab Emirates,ARE,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,210,,,,210,,178,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,788,Tunisia,TUN,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,31,,,,31,,24,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,804,Ukraine,UKR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,86,,,,86,,72,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,807,North Macedonia,MKD,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,27,,,,27,,23,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,818,Egypt,EGY,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,70,,,,70,,57,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,837,Bunkers,,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,79,,,,79,,66,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,854,Burkina Faso,BFA,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,2,,,,2,,1,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,858,Uruguay,URY,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,6406,,,,6406,,8436,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,887,Yemen,YEM,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,10,,,,10,,8,,,0
H4,2015,2015,2015,6,1,2,Export,528,Netherlands,NLD,899,"Areas, nes",,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,6,,,,6,,4,,,0
H4,2015,2015,2015,6,1,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,1000,,,,1000,,714,,,0
H4,2015,2015,2015,6,1,2,Export,554,New Zealand,NZL,776,Tonga,TON,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,1000,,,,1000,,714,,,0
H4,2015,2015,2015,6,1,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,43200000,,,,43200000,,11339914,,,0
H4,2015,2015,2015,6,1,2,Export,579,Norway,NOR,76,Brazil,BRA,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,24000,,,,24000,,10534,,,0
H4,2015,2015,2015,6,1,2,Export,579,Norway,NOR,170,Colombia,COL,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,24000,,,,24000,,8167,,,0
H4,2015,2015,2015,6,1,2,Export,579,Norway,NOR,616,Poland,POL,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,5103000,,,,5103000,,1578937,,,0
H4,2015,2015,2015,6,1,2,Export,579,Norway,NOR,757,Switzerland,CHE,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,38049000,,,,38049000,,9742274,,,0
H4,2015,2015,2015,6,1,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,8332000,,,,8332000,,4843139,,,0
H4,2015,2015,2015,6,1,2,Export,604,Peru,PER,68,Bolivia (Plurinational State of),BOL,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,8332000,,,,8332000,,4843139,,,0
H4,2015,2015,2015,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,33901795,,,,33901795,,17696087,,,0
H4,2015,2015,2015,6,1,2,Export,616,Poland,POL,40,Austria,AUT,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,1975720,,,,1975720,,1099449,,,0
H4,2015,2015,2015,6,1,2,Export,616,Poland,POL,112,Belarus,BLR,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,2500,,,,2500,,3276,,,0
H4,2015,2015,2015,6,1,2,Export,616,Poland,POL,191,Croatia,HRV,,,,,,,,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",8,Weight in kilograms,3000,,,,3000,,2995,,,0
