"H5,2017,2017,2017,4,0,2,Export,124,Canada,CAN,659,Saint Kitts and Nevis,KNA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,7500,,,,7500,,1010,,,0"
"H5,2017,2017,2017,4,0,2,Export,124,Canada,CAN,842,USA,USA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,624000,,,,624000,,255898,,,0"
"H5,2017,2017,2017,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,13425,,,,13425,,108464,,,0"
"H5,2017,2017,2017,4,0,2,Export,152,Chile,CHL,604,Peru,PER,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,13425,,,,13425,,108464,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1841287528,,,,1841287528,,415476282,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,24,Angola,AGO,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,15000,,,,15000,,1603,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,32,Argentina,ARG,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,56211000,,,,56211000,,13741372,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,36,Australia,AUS,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,261513460,,,,261513460,,43635902,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,76,Brazil,BRA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,37510000,,,,37510000,,9450811,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,104,Myanmar,MMR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,144863330,,,,144863330,,30174162,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,116,Cambodia,KHM,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,16730,,,,16730,,37214,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,124,Canada,CAN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,2546250,,,,2546250,,710853,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,144,Sri Lanka,LKA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,30309250,,,,30309250,,7446318,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,152,Chile,CHL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,22353000,,,,22353000,,5798524,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,170,Colombia,COL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,270000,,,,270000,,75046,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,180,Dem. Rep. of the Congo,COD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,17500,,,,17500,,700,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,192,Cuba,CUB,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,20050000,,,,20050000,,5363550,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,214,Dominican Rep.,DOM,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,27000,,,,27000,,6740,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,218,Ecuador,ECU,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,110000,,,,110000,,27170,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,242,Fiji,FJI,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1000000,,,,1000000,,269000,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,262,Djibouti,DJI,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,31500,,,,31500,,4362,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,320,Guatemala,GTM,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,205650,,,,205650,,51847,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,328,Guyana,GUY,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,273750,,,,273750,,79925,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,344,""China, Hong Kong SAR"",HKG,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1500,,,,1500,,284,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,360,Indonesia,IDN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,841597050,,,,841597050,,180742624,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,364,Iran,IRN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,204435000,,,,204435000,,65350808,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,376,Israel,ISR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1452275,,,,1452275,,343209,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,72328900,,,,72328900,,20241259,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,400,Jordan,JOR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,364000,,,,364000,,91364,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,408,Dem. People's Rep. of Korea,PRK,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1500,,,,1500,,1500,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,410,Rep. of Korea,KOR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,4414300,,,,4414300,,968246,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,418,Lao People's Dem. Rep.,LAO,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,6604800,,,,6604800,,1193980,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,458,Malaysia,MYS,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,13642110,,,,13642110,,3058053,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,480,Mauritius,MUS,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,600850,,,,600850,,165495,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,490,""Other Asia, nes"",,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,865900,,,,865900,,185979,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,508,Mozambique,MOZ,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1540000,,,,1540000,,280600,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,554,New Zealand,NZL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,23268930,,,,23268930,,4876648,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,586,Pakistan,PAK,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,2160700,,,,2160700,,565277,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,604,Peru,PER,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,580000,,,,580000,,172200,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,608,Philippines,PHL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,520000,,,,520000,,72980,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,702,Singapore,SGP,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,12607700,,,,12607700,,2950477,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,704,Viet Nam,VNM,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,6402546,,,,6402546,,349252,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,710,South Africa,ZAF,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,2061700,,,,2061700,,494845,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,724,Spain,ESP,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,300000,,,,300000,,125700,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,729,Sudan,SDN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1539000,,,,1539000,,398601,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,740,Suriname,SUR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,254800,,,,254800,,69447,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,762,Tajikistan,TJK,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,20000,,,,20000,,10404,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,764,Thailand,THA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,300000,,,,300000,,76200,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,784,United Arab Emirates,ARE,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,57929750,,,,57929750,,13736502,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,834,United Rep. of Tanzania,TZA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1595000,,,,1595000,,441140,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,196997,,,,196997,,39399,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,858,Uruguay,URY,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,6300000,,,,6300000,,1575000,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,887,Yemen,YEM,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,70000,,,,70000,,19970,,,0"
"H5,2017,2017,2017,4,0,2,Export,156,China,CHN,894,Zambia,ZMB,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,8800,,,,8800,,3740,,,0"
"H5,2017,2017,2017,4,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1501461,,,,1501461,,356606,,,0"
"H5,2017,2017,2017,4,0,2,Export,170,Colombia,COL,188,Costa Rica,CRI,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,592000,,,,592000,,172280,,,0"
"H5,2017,2017,2017,4,0,2,Export,170,Colombia,COL,218,Ecuador,ECU,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,37000,,,,37000,,28882,,,0"
"H5,2017,2017,2017,4,0,2,Export,170,Colombia,COL,320,Guatemala,GTM,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,840000,,,,840000,,125160,,,0"
"H5,2017,2017,2017,4,0,2,Export,170,Colombia,COL,591,Panama,PAN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,28461,,,,28461,,29123,,,0"
"H5,2017,2017,2017,4,0,2,Export,170,Colombia,COL,604,Peru,PER,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,4000,,,,4000,,1160,,,0"
"H5,2017,2017,2017,4,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,5007,,,,5007,,2669,,,0"
"H5,2017,2017,2017,4,0,2,Export,188,Costa Rica,CRI,320,Guatemala,GTM,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,5000,,,,5000,,2664,,,0"
"H5,2017,2017,2017,4,0,2,Export,188,Costa Rica,CRI,340,Honduras,HND,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,7,,,,7,,5,,,0"
"H5,2017,2017,2017,4,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,312969,,,,,,52817,,,6"
"H5,2017,2017,2017,4,0,2,Export,191,Croatia,HRV,381,Italy,ITA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,17950,,,,,,5434,,,6"
"H5,2017,2017,2017,4,0,2,Export,191,Croatia,HRV,688,Serbia,SRB,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,295018,,,,,,47383,,,6"
"H5,2017,2017,2017,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,222953,,,,222953,,115037,,,0"
"H5,2017,2017,2017,4,0,2,Export,203,Czechia,CZE,191,Croatia,HRV,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,156,,,,156,,154,,,0"
"H5,2017,2017,2017,4,0,2,Export,203,Czechia,CZE,276,Germany,DEU,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,6,,,,6,,24,,,0"
"H5,2017,2017,2017,4,0,2,Export,203,Czechia,CZE,703,Slovakia,SVK,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,222791,,,,222791,,114859,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,766974,,,,766974,,319082,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,233,Estonia,EST,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,19,,,,19,,29,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,246,Finland,FIN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,289,,,,289,,453,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,304,Greenland,GRL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,2720,,,,2720,,1789,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,348,Hungary,HUN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,10,,,,10,,15,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,428,Latvia,LVA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,70810,,,,70810,,46824,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,440,Lithuania,LTU,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,206,,,,206,,323,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,579,Norway,NOR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,850,,,,850,,1497,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,616,Poland,POL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,683,,,,683,,1071,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,642,Romania,ROU,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,72,,,,72,,112,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,752,Sweden,SWE,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,679135,,,,679135,,238622,,,0"
"H5,2017,2017,2017,4,0,2,Export,208,Denmark,DNK,804,Ukraine,UKR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,12180,,,,12180,,28341,,,0"
"H5,2017,2017,2017,4,0,2,Export,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,84251,,,,,,33215,,,6"
"H5,2017,2017,2017,4,0,2,Export,214,Dominican Rep.,DOM,388,Jamaica,JAM,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,84251,,,,,,33215,,,6"
"H5,2017,2017,2017,4,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1071,,,,1071,,25398,,,0"
"H5,2017,2017,2017,4,0,2,Export,233,Estonia,EST,484,Mexico,MEX,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,150,,,,150,,169,,,0"
"H5,2017,2017,2017,4,0,2,Export,233,Estonia,EST,842,USA,USA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,921,,,,921,,25228,,,0"
"H5,2017,2017,2017,4,0,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,2500,,,,2500,,935,,,0"
"H5,2017,2017,2017,4,0,2,Export,242,Fiji,FJI,90,Solomon Isds,SLB,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,2500,,,,2500,,935,,,0"
"H5,2017,2017,2017,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,6025,,,,6025,,11992,,,6"
"H5,2017,2017,2017,4,0,2,Export,246,Finland,FIN,752,Sweden,SWE,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,6000,,,,6000,,11988,,,0"
"H5,2017,2017,2017,4,0,2,Export,246,Finland,FIN,757,Switzerland,CHE,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,25,,,,25,,4,,,6"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,6825179,,,,6825179,,2184344,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,56,Belgium,BEL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,148180,,,,148180,,36099,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,208,Denmark,DNK,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1,,,,1,,1,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,276,Germany,DEU,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,590340,,,,590340,,231187,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,348,Hungary,HUN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,16753,,,,16753,,4191,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,372,Ireland,IRL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,401000,,,,401000,,124308,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,381,Italy,ITA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,801550,,,,801550,,189792,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,442,Luxembourg,LUX,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,85340,,,,85340,,25519,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,450,Madagascar,MDG,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,5,,,,5,,36,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,528,Netherlands,NLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,22800,,,,22800,,15404,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,540,New Caledonia,NCL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,8400,,,,8400,,3606,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,616,Poland,POL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,18174,,,,18174,,41151,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,724,Spain,ESP,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,4059100,,,,4059100,,1246169,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,757,Switzerland,CHE,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,482730,,,,482730,,180037,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,764,Thailand,THA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,15984,,,,15984,,24938,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,788,Tunisia,TUN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,2877,,,,2877,,4631,,,0"
"H5,2017,2017,2017,4,0,2,Export,251,France,FRA,826,United Kingdom,GBR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,171945,,,,171945,,57268,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,80717668,,,,80717668,,14548134,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,40,Austria,AUT,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,2128250,,,,2128250,,608351,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,56,Belgium,BEL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1474451,,,,1474451,,360497,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,152,Chile,CHL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,27552,,,,27552,,13811,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,191,Croatia,HRV,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,102561,,,,102561,,39816,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,203,Czechia,CZE,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,3586180,,,,3586180,,803628,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,233,Estonia,EST,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,24646,,,,24646,,9089,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,15493310,,,,15493310,,2607903,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,348,Hungary,HUN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,4475982,,,,4475982,,750397,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,381,Italy,ITA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,222820,,,,222820,,53342,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,428,Latvia,LVA,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,123629,,,,123629,,53209,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,440,Lithuania,LTU,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,138000,,,,138000,,111195,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,442,Luxembourg,LUX,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,14302,,,,14302,,4941,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,484,Mexico,MEX,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,27060,,,,27060,,12603,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,528,Netherlands,NLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,47172956,,,,47172956,,7083470,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,616,Poland,POL,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,3363280,,,,3363280,,1364165,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,703,Slovakia,SVK,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,400000,,,,400000,,55593,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,705,Slovenia,SVN,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,434129,,,,434129,,200205,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,752,Sweden,SWE,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,12000,,,,12000,,2242,,,0"
"H5,2017,2017,2017,4,0,2,Export,276,Germany,DEU,757,Switzerland,CHE,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,1496560,,,,1496560,,413669,,,0"
"H5,2017,2017,2017,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,232040,,,,232040,,81436,,,0"
"H5,2017,2017,2017,4,0,2,Export,300,Greece,GRC,8,Albania,ALB,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,59720,,,,59720,,15981,,,0"
"H5,2017,2017,2017,4,0,2,Export,300,Greece,GRC,100,Bulgaria,BGR,,,,,,,,3103,""Fertilizers";" mineral or chemical, phosphatic"",8,Weight in kilograms,24000,,,,24000,,6373,,,0"
